id,sales
246,22.435232
247,25.667646
248,27.20423
249,27.418188
250,20.62752
251,24.683832
252,24.84227
253,22.435232
254,25.667646
255,27.20423
256,27.418188
257,20.62752
258,24.683832
259,24.84227
260,22.435232
261,25.667646
262,27.20423
263,27.418188
264,20.62752
265,24.683832
266,24.84227
267,22.435232
268,25.667646
269,27.20423
270,15.175792
271,16.04104
272,16.602133
273,18.330036
274,19.592426
275,18.292168
276,20.466072
277,15.175792
278,16.04104
279,16.602133
280,18.330036
281,19.592426
282,18.292168
283,20.466072
284,15.175792
285,16.04104
286,16.602133
287,18.330036
288,19.592426
289,18.292168
290,20.466072
291,15.175792
292,16.04104
293,16.602133
294,18.330036
295,19.592426
296,18.292168
297,20.466072
298,15.175792
299,16.04104
300,16.602133
301,20.013214
302,21.101795
303,21.024498
304,23.572958
305,16.203321
306,16.680832
307,17.199614
308,20.013214
309,21.101795
310,21.024498
311,23.572958
312,16.203321
313,16.680832
314,17.199614
315,20.013214
316,21.101795
317,21.024498
318,23.572958
319,16.203321
320,16.680832
321,17.199614
322,20.013214
323,21.101795
324,21.024498
325,23.572958
326,16.203321
327,16.680832
328,17.199614
329,20.448156
330,24.03126
331,24.522709
332,26.184006
333,17.863365
334,21.919672
335,22.100632
336,20.448156
337,24.03126
338,24.522709
339,26.184006
340,17.863365
341,21.919672
342,22.100632
343,20.448156
344,24.03126
345,24.522709
346,26.184006
347,17.863365
348,21.919672
349,22.100632
350,20.448156
351,24.03126
352,24.522709
353,26.184006
354,17.863365
355,21.919672
356,22.100632
357,20.448156
358,24.03126
359,24.522709
360,9.652427
361,11.868734
362,12.050754
363,12.998526
364,13.846128
365,14.7592125
366,14.797752
367,9.652427
368,11.868734
369,12.050754
370,12.998526
371,13.846128
372,14.7592125
373,14.797752
374,9.652427
375,11.868734
376,12.050754
377,12.998526
378,13.846128
379,14.7592125
380,14.797752
381,9.652427
382,11.868734
383,12.050754
384,12.998526
385,13.846128
386,14.7592125
387,14.797752
388,9.652427
389,11.868734
390,12.050754
391,15.094744
392,16.017185
393,17.185547
394,18.159323
395,10.978399
396,13.816134
397,13.955846
398,15.094744
399,16.017185
400,17.185547
401,18.159323
402,10.978399
403,13.816134
404,13.955846
405,15.094744
406,16.017185
407,17.185547
408,18.159323
409,10.978399
410,13.816134
411,13.955846
412,15.094744
413,16.017185
414,17.185547
415,18.159323
416,10.978399
417,13.816134
418,13.955846
419,14.952393
420,17.560593
421,19.316435
422,20.111935
423,12.821579
424,15.373297
425,15.468491
426,14.952393
427,17.560593
428,19.316435
429,20.111935
430,12.821579
431,15.373297
432,15.468491
433,14.952393
434,17.560593
435,19.316435
436,20.111935
437,12.821579
438,15.373297
439,15.468491
440,14.952393
441,17.560593
442,19.316435
443,20.111935
444,12.821579
445,15.373297
446,15.468491
447,14.952393
448,17.560593
449,19.316435
450,9.672858
451,11.249246
452,11.546117
453,12.428177
454,13.999743
455,14.730837
456,14.589621
457,9.672858
458,11.249246
459,11.546117
460,12.428177
461,13.999743
462,14.730837
463,14.589621
464,9.672858
465,11.249246
466,11.546117
467,12.428177
468,13.999743
469,14.730837
470,14.589621
471,9.672858
472,11.249246
473,11.546117
474,12.428177
475,13.999743
476,14.730837
477,14.589621
478,9.672858
479,11.249246
480,11.546117
481,14.524087
482,15.886494
483,16.65179
484,17.643494
485,11.614691
486,13.945861
487,13.898016
488,14.524087
489,15.886494
490,16.65179
491,17.643494
492,11.614691
493,13.945861
494,13.898016
495,14.524087
496,15.886494
497,16.65179
498,17.643494
499,11.614691
500,13.945861
501,13.898016
502,14.524087
503,15.886494
504,16.65179
505,17.643494
506,11.614691
507,13.945861
508,13.898016
509,15.334892
510,17.777922
511,19.130697
512,19.944124
513,12.789748
514,15.677902
515,15.5443735
516,15.334892
517,17.777922
518,19.130697
519,19.944124
520,12.789748
521,15.677902
522,15.5443735
523,15.334892
524,17.777922
525,19.130697
526,19.944124
527,12.789748
528,15.677902
529,15.5443735
530,15.334892
531,17.777922
532,19.130697
533,19.944124
534,12.789748
535,15.677902
536,15.5443735
537,15.334892
538,17.777922
539,19.130697
540,9.111637
541,10.711973
542,11.141828
543,11.276825
544,12.678217
545,13.093031
546,13.791754
547,9.111637
548,10.711973
549,11.141828
550,11.276825
551,12.678217
552,13.093031
553,13.791754
554,9.111637
555,10.711973
556,11.141828
557,11.276825
558,12.678217
559,13.093031
560,13.791754
561,9.111637
562,10.711973
563,11.141828
564,11.276825
565,12.678217
566,13.093031
567,13.791754
568,9.111637
569,10.711973
570,11.141828
571,13.321295
572,14.496598
573,15.343015
574,16.598608
575,10.622977
576,13.035765
577,13.545474
578,13.321295
579,14.496598
580,15.343015
581,16.598608
582,10.622977
583,13.035765
584,13.545474
585,13.321295
586,14.496598
587,15.343015
588,16.598608
589,10.622977
590,13.035765
591,13.545474
592,13.321295
593,14.496598
594,15.343015
595,16.598608
596,10.622977
597,13.035765
598,13.545474
599,14.054756
600,15.657733
601,16.872715
602,18.405567
603,11.2021055
604,13.75856
605,14.508523
606,14.054756
607,15.657733
608,16.872715
609,18.405567
610,11.2021055
611,13.75856
612,14.508523
613,14.054756
614,15.657733
615,16.872715
616,18.405567
617,11.2021055
618,13.75856
619,14.508523
620,14.054756
621,15.657733
622,16.872715
623,18.405567
624,11.2021055
625,13.75856
626,14.508523
627,14.054756
628,15.657733
629,16.872715
630,17.79119
631,17.853516
632,17.345692
633,18.632061
634,22.417042
635,22.204493
636,23.433361
637,17.79119
638,17.853516
639,17.345692
640,18.632061
641,22.417042
642,22.204493
643,23.433361
644,17.79119
645,17.853516
646,17.345692
647,18.632061
648,22.417042
649,22.204493
650,23.433361
651,17.79119
652,17.853516
653,17.345692
654,18.632061
655,22.417042
656,22.204493
657,23.433361
658,17.79119
659,17.853516
660,17.345692
661,23.08638
662,25.499182
663,27.059696
664,27.722385
665,17.64052
666,20.924664
667,20.567198
668,23.08638
669,25.499182
670,27.059696
671,27.722385
672,17.64052
673,20.924664
674,20.567198
675,23.08638
676,25.499182
677,27.059696
678,27.722385
679,17.64052
680,20.924664
681,20.567198
682,23.08638
683,25.499182
684,27.059696
685,27.722385
686,17.64052
687,20.924664
688,20.567198
689,25.915987
690,28.716608
691,30.277185
692,32.02438
693,20.921885
694,26.93558
695,26.81837
696,25.915987
697,28.716608
698,30.277185
699,32.02438
700,20.921885
701,26.93558
702,26.81837
703,25.915987
704,28.716608
705,30.277185
706,32.02438
707,20.921885
708,26.93558
709,26.81837
710,25.915987
711,28.716608
712,30.277185
713,32.02438
714,20.921885
715,26.93558
716,26.81837
717,25.915987
718,28.716608
719,30.277185
720,15.424167
721,16.483662
722,16.081253
723,15.437988
724,19.808575
725,21.723993
726,20.028822
727,15.424167
728,16.483662
729,16.081253
730,15.437988
731,19.808575
732,21.723993
733,20.028822
734,15.424167
735,16.483662
736,16.081253
737,15.437988
738,19.808575
739,21.723993
740,20.028822
741,15.424167
742,16.483662
743,16.081253
744,15.437988
745,19.808575
746,21.723993
747,20.028822
748,15.424167
749,16.483662
750,16.081253
751,19.002676
752,22.028605
753,23.72721
754,23.466873
755,15.849079
756,18.654442
757,18.402395
758,19.002676
759,22.028605
760,23.72721
761,23.466873
762,15.849079
763,18.654442
764,18.402395
765,19.002676
766,22.028605
767,23.72721
768,23.466873
769,15.849079
770,18.654442
771,18.402395
772,19.002676
773,22.028605
774,23.72721
775,23.466873
776,15.849079
777,18.654442
778,18.402395
779,21.232035
780,24.752928
781,25.806068
782,26.452919
783,17.054842
784,22.67851
785,22.489119
786,21.232035
787,24.752928
788,25.806068
789,26.452919
790,17.054842
791,22.67851
792,22.489119
793,21.232035
794,24.752928
795,25.806068
796,26.452919
797,17.054842
798,22.67851
799,22.489119
800,21.232035
801,24.752928
802,25.806068
803,26.452919
804,17.054842
805,22.67851
806,22.489119
807,21.232035
808,24.752928
809,25.806068
810,15.155896
811,16.422142
812,16.145477
813,14.851058
814,20.498154
815,21.462011
816,21.339806
817,15.155896
818,16.422142
819,16.145477
820,14.851058
821,20.498154
822,21.462011
823,21.339806
824,15.155896
825,16.422142
826,16.145477
827,14.851058
828,20.498154
829,21.462011
830,21.339806
831,15.155896
832,16.422142
833,16.145477
834,14.851058
835,20.498154
836,21.462011
837,21.339806
838,15.155896
839,16.422142
840,16.145477
841,18.317728
842,22.938988
843,24.194044
844,24.788477
845,15.762443
846,18.585764
847,18.322294
848,18.317728
849,22.938988
850,24.194044
851,24.788477
852,15.762443
853,18.585764
854,18.322294
855,18.317728
856,22.938988
857,24.194044
858,24.788477
859,15.762443
860,18.585764
861,18.322294
862,18.317728
863,22.938988
864,24.194044
865,24.788477
866,15.762443
867,18.585764
868,18.322294
869,21.954762
870,25.926014
871,26.927954
872,28.407076
873,18.243515
874,23.427647
875,23.226831
876,21.954762
877,25.926014
878,26.927954
879,28.407076
880,18.243515
881,23.427647
882,23.226831
883,21.954762
884,25.926014
885,26.927954
886,28.407076
887,18.243515
888,23.427647
889,23.226831
890,21.954762
891,25.926014
892,26.927954
893,28.407076
894,18.243515
895,23.427647
896,23.226831
897,21.954762
898,25.926014
899,26.927954
900,30.21951
901,36.640587
902,36.39269
903,38.456272
904,40.480835
905,41.548676
906,46.3317
907,30.21951
908,36.640587
909,36.39269
910,38.456272
911,40.480835
912,41.548676
913,46.3317
914,30.21951
915,36.640587
916,36.39269
917,38.456272
918,40.480835
919,41.548676
920,46.3317
921,30.21951
922,36.640587
923,36.39269
924,38.456272
925,40.480835
926,41.548676
927,46.3317
928,30.21951
929,36.640587
930,36.39269
931,43.141838
932,45.49372
933,47.758224
934,52.302372
935,35.214054
936,40.829823
937,40.772778
938,43.141838
939,45.49372
940,47.758224
941,52.302372
942,35.214054
943,40.829823
944,40.772778
945,43.141838
946,45.49372
947,47.758224
948,52.302372
949,35.214054
950,40.829823
951,40.772778
952,43.141838
953,45.49372
954,47.758224
955,52.302372
956,35.214054
957,40.829823
958,40.772778
959,51.5638
960,55.97691
961,59.351273
962,62.68505
963,40.87257
964,48.760155
965,48.49454
966,51.5638
967,55.97691
968,59.351273
969,62.68505
970,40.87257
971,48.760155
972,48.49454
973,51.5638
974,55.97691
975,59.351273
976,62.68505
977,40.87257
978,48.760155
979,48.49454
980,51.5638
981,55.97691
982,59.351273
983,62.68505
984,40.87257
985,48.760155
986,48.49454
987,51.5638
988,55.97691
989,59.351273
990,44.53269
991,52.65147
992,52.750732
993,56.795044
994,60.018078
995,62.7718
996,68.915215
997,44.53269
998,52.65147
999,52.750732
1000,56.795044
1001,60.018078
1002,62.7718
1003,68.915215
1004,44.53269
1005,52.65147
1006,52.750732
1007,56.795044
1008,60.018078
1009,62.7718
1010,68.915215
1011,44.53269
1012,52.65147
1013,52.750732
1014,56.795044
1015,60.018078
1016,62.7718
1017,68.915215
1018,44.53269
1019,52.65147
1020,52.750732
1021,63.62315
1022,67.40714
1023,71.005486
1024,77.197174
1025,49.641266
1026,58.29841
1027,58.43814
1028,63.62315
1029,67.40714
1030,71.005486
1031,77.197174
1032,49.641266
1033,58.29841
1034,58.43814
1035,63.62315
1036,67.40714
1037,71.005486
1038,77.197174
1039,49.641266
1040,58.29841
1041,58.43814
1042,63.62315
1043,67.40714
1044,71.005486
1045,77.197174
1046,49.641266
1047,58.29841
1048,58.43814
1049,74.97375
1050,81.39834
1051,85.84231
1052,90.721245
1053,59.312504
1054,70.84506
1055,70.646965
1056,74.97375
1057,81.39834
1058,85.84231
1059,90.721245
1060,59.312504
1061,70.84506
1062,70.646965
1063,74.97375
1064,81.39834
1065,85.84231
1066,90.721245
1067,59.312504
1068,70.84506
1069,70.646965
1070,74.97375
1071,81.39834
1072,85.84231
1073,90.721245
1074,59.312504
1075,70.84506
1076,70.646965
1077,74.97375
1078,81.39834
1079,85.84231
1080,39.319195
1081,46.532154
1082,46.4475
1083,50.45362
1084,52.474884
1085,54.74223
1086,58.595726
1087,39.319195
1088,46.532154
1089,46.4475
1090,50.45362
1091,52.474884
1092,54.74223
1093,58.595726
1094,39.319195
1095,46.532154
1096,46.4475
1097,50.45362
1098,52.474884
1099,54.74223
1100,58.595726
1101,39.319195
1102,46.532154
1103,46.4475
1104,50.45362
1105,52.474884
1106,54.74223
1107,58.595726
1108,39.319195
1109,46.532154
1110,46.4475
1111,57.594933
1112,59.795776
1113,63.662964
1114,68.13324
1115,45.599377
1116,53.26382
1117,53.104626
1118,57.594933
1119,59.795776
1120,63.662964
1121,68.13324
1122,45.599377
1123,53.26382
1124,53.104626
1125,57.594933
1126,59.795776
1127,63.662964
1128,68.13324
1129,45.599377
1130,53.26382
1131,53.104626
1132,57.594933
1133,59.795776
1134,63.662964
1135,68.13324
1136,45.599377
1137,53.26382
1138,53.104626
1139,66.80312
1140,72.60751
1141,76.3703
1142,80.19476
1143,52.936638
1144,63.346073
1145,62.849045
1146,66.80312
1147,72.60751
1148,76.3703
1149,80.19476
1150,52.936638
1151,63.346073
1152,62.849045
1153,66.80312
1154,72.60751
1155,76.3703
1156,80.19476
1157,52.936638
1158,63.346073
1159,62.849045
1160,66.80312
1161,72.60751
1162,76.3703
1163,80.19476
1164,52.936638
1165,63.346073
1166,62.849045
1167,66.80312
1168,72.60751
1169,76.3703
1170,36.167213
1171,41.536114
1172,41.6879
1173,44.982826
1174,47.939877
1175,50.550346
1176,54.846817
1177,36.167213
1178,41.536114
1179,41.6879
1180,44.982826
1181,47.939877
1182,50.550346
1183,54.846817
1184,36.167213
1185,41.536114
1186,41.6879
1187,44.982826
1188,47.939877
1189,50.550346
1190,54.846817
1191,36.167213
1192,41.536114
1193,41.6879
1194,44.982826
1195,47.939877
1196,50.550346
1197,54.846817
1198,36.167213
1199,41.536114
1200,41.6879
1201,51.368713
1202,54.099266
1203,58.59836
1204,62.891006
1205,41.50861
1206,47.21362
1207,47.323097
1208,51.368713
1209,54.099266
1210,58.59836
1211,62.891006
1212,41.50861
1213,47.21362
1214,47.323097
1215,51.368713
1216,54.099266
1217,58.59836
1218,62.891006
1219,41.50861
1220,47.21362
1221,47.323097
1222,51.368713
1223,54.099266
1224,58.59836
1225,62.891006
1226,41.50861
1227,47.21362
1228,47.323097
1229,60.557922
1230,66.770096
1231,70.985596
1232,75.065506
1233,47.217747
1234,57.381027
1235,57.152668
1236,60.557922
1237,66.770096
1238,70.985596
1239,75.065506
1240,47.217747
1241,57.381027
1242,57.152668
1243,60.557922
1244,66.770096
1245,70.985596
1246,75.065506
1247,47.217747
1248,57.381027
1249,57.152668
1250,60.557922
1251,66.770096
1252,70.985596
1253,75.065506
1254,47.217747
1255,57.381027
1256,57.152668
1257,60.557922
1258,66.770096
1259,70.985596
1260,25.074087
1261,32.047695
1262,31.820406
1263,32.157005
1264,34.558586
1265,36.93488
1266,39.421314
1267,25.074087
1268,32.047695
1269,31.820406
1270,32.157005
1271,34.558586
1272,36.93488
1273,39.421314
1274,25.074087
1275,32.047695
1276,31.820406
1277,32.157005
1278,34.558586
1279,36.93488
1280,39.421314
1281,25.074087
1282,32.047695
1283,31.820406
1284,32.157005
1285,34.558586
1286,36.93488
1287,39.421314
1288,25.074087
1289,32.047695
1290,31.820406
1291,36.62007
1292,39.043873
1293,42.341084
1294,45.384365
1295,29.79175
1296,36.397263
1297,36.127663
1298,36.62007
1299,39.043873
1300,42.341084
1301,45.384365
1302,29.79175
1303,36.397263
1304,36.127663
1305,36.62007
1306,39.043873
1307,42.341084
1308,45.384365
1309,29.79175
1310,36.397263
1311,36.127663
1312,36.62007
1313,39.043873
1314,42.341084
1315,45.384365
1316,29.79175
1317,36.397263
1318,36.127663
1319,44.78667
1320,49.88333
1321,53.102364
1322,55.567146
1323,35.238655
1324,42.437675
1325,42.123558
1326,44.78667
1327,49.88333
1328,53.102364
1329,55.567146
1330,35.238655
1331,42.437675
1332,42.123558
1333,44.78667
1334,49.88333
1335,53.102364
1336,55.567146
1337,35.238655
1338,42.437675
1339,42.123558
1340,44.78667
1341,49.88333
1342,53.102364
1343,55.567146
1344,35.238655
1345,42.437675
1346,42.123558
1347,44.78667
1348,49.88333
1349,53.102364
1350,25.545416
1351,31.446306
1352,31.198763
1353,31.46962
1354,34.72973
1355,37.132114
1356,39.438797
1357,25.545416
1358,31.446306
1359,31.198763
1360,31.46962
1361,34.72973
1362,37.132114
1363,39.438797
1364,25.545416
1365,31.446306
1366,31.198763
1367,31.46962
1368,34.72973
1369,37.132114
1370,39.438797
1371,25.545416
1372,31.446306
1373,31.198763
1374,31.46962
1375,34.72973
1376,37.132114
1377,39.438797
1378,25.545416
1379,31.446306
1380,31.198763
1381,36.222275
1382,39.220615
1383,42.568317
1384,45.629528
1385,30.866434
1386,36.53255
1387,36.242695
1388,36.222275
1389,39.220615
1390,42.568317
1391,45.629528
1392,30.866434
1393,36.53255
1394,36.242695
1395,36.222275
1396,39.220615
1397,42.568317
1398,45.629528
1399,30.866434
1400,36.53255
1401,36.242695
1402,36.222275
1403,39.220615
1404,42.568317
1405,45.629528
1406,30.866434
1407,36.53255
1408,36.242695
1409,45.34204
1410,50.38279
1411,53.652313
1412,56.135025
1413,35.387676
1414,42.747856
1415,42.37232
1416,45.34204
1417,50.38279
1418,53.652313
1419,56.135025
1420,35.387676
1421,42.747856
1422,42.37232
1423,45.34204
1424,50.38279
1425,53.652313
1426,56.135025
1427,35.387676
1428,42.747856
1429,42.37232
1430,45.34204
1431,50.38279
1432,53.652313
1433,56.135025
1434,35.387676
1435,42.747856
1436,42.37232
1437,45.34204
1438,50.38279
1439,53.652313
1440,23.444725
1441,29.28235
1442,28.94149
1443,28.49752
1444,30.881842
1445,32.84841
1446,35.37333
1447,23.444725
1448,29.28235
1449,28.94149
1450,28.49752
1451,30.881842
1452,32.84841
1453,35.37333
1454,23.444725
1455,29.28235
1456,28.94149
1457,28.49752
1458,30.881842
1459,32.84841
1460,35.37333
1461,23.444725
1462,29.28235
1463,28.94149
1464,28.49752
1465,30.881842
1466,32.84841
1467,35.37333
1468,23.444725
1469,29.28235
1470,28.94149
1471,32.39521
1472,34.715405
1473,37.77926
1474,40.861015
1475,27.834124
1476,33.494648
1477,33.233643
1478,32.39521
1479,34.715405
1480,37.77926
1481,40.861015
1482,27.834124
1483,33.494648
1484,33.233643
1485,32.39521
1486,34.715405
1487,37.77926
1488,40.861015
1489,27.834124
1490,33.494648
1491,33.233643
1492,32.39521
1493,34.715405
1494,37.77926
1495,40.861015
1496,27.834124
1497,33.494648
1498,33.233643
1499,41.545418
1500,45.498398
1501,48.265152
1502,51.029762
1503,31.131393
1504,38.27418
1505,38.253426
1506,41.545418
1507,45.498398
1508,48.265152
1509,51.029762
1510,31.131393
1511,38.27418
1512,38.253426
1513,41.545418
1514,45.498398
1515,48.265152
1516,51.029762
1517,31.131393
1518,38.27418
1519,38.253426
1520,41.545418
1521,45.498398
1522,48.265152
1523,51.029762
1524,31.131393
1525,38.27418
1526,38.253426
1527,41.545418
1528,45.498398
1529,48.265152
1530,42.592762
1531,48.69547
1532,48.163567
1533,53.07843
1534,57.74227
1535,60.0084
1536,64.80603
1537,42.592762
1538,48.69547
1539,48.163567
1540,53.07843
1541,57.74227
1542,60.0084
1543,64.80603
1544,42.592762
1545,48.69547
1546,48.163567
1547,53.07843
1548,57.74227
1549,60.0084
1550,64.80603
1551,42.592762
1552,48.69547
1553,48.163567
1554,53.07843
1555,57.74227
1556,60.0084
1557,64.80603
1558,42.592762
1559,48.69547
1560,48.163567
1561,60.96231
1562,64.87346
1563,69.57831
1564,73.80972
1565,49.07821
1566,55.89867
1567,55.517128
1568,60.96231
1569,64.87346
1570,69.57831
1571,73.80972
1572,49.07821
1573,55.89867
1574,55.517128
1575,60.96231
1576,64.87346
1577,69.57831
1578,73.80972
1579,49.07821
1580,55.89867
1581,55.517128
1582,60.96231
1583,64.87346
1584,69.57831
1585,73.80972
1586,49.07821
1587,55.89867
1588,55.517128
1589,72.2088
1590,77.71278
1591,81.75199
1592,85.81955
1593,55.079617
1594,65.96641
1595,65.82515
1596,72.2088
1597,77.71278
1598,81.75199
1599,85.81955
1600,55.079617
1601,65.96641
1602,65.82515
1603,72.2088
1604,77.71278
1605,81.75199
1606,85.81955
1607,55.079617
1608,65.96641
1609,65.82515
1610,72.2088
1611,77.71278
1612,81.75199
1613,85.81955
1614,55.079617
1615,65.96641
1616,65.82515
1617,72.2088
1618,77.71278
1619,81.75199
1620,37.22663
1621,43.6674
1622,43.022976
1623,46.117664
1624,50.88073
1625,55.012386
1626,56.885902
1627,37.22663
1628,43.6674
1629,43.022976
1630,46.117664
1631,50.88073
1632,55.012386
1633,56.885902
1634,37.22663
1635,43.6674
1636,43.022976
1637,46.117664
1638,50.88073
1639,55.012386
1640,56.885902
1641,37.22663
1642,43.6674
1643,43.022976
1644,46.117664
1645,50.88073
1646,55.012386
1647,56.885902
1648,37.22663
1649,43.6674
1650,43.022976
1651,52.006344
1652,56.0442
1653,60.624702
1654,63.93304
1655,42.386597
1656,48.689816
1657,48.19575
1658,52.006344
1659,56.0442
1660,60.624702
1661,63.93304
1662,42.386597
1663,48.689816
1664,48.19575
1665,52.006344
1666,56.0442
1667,60.624702
1668,63.93304
1669,42.386597
1670,48.689816
1671,48.19575
1672,52.006344
1673,56.0442
1674,60.624702
1675,63.93304
1676,42.386597
1677,48.689816
1678,48.19575
1679,62.51057
1680,68.24861
1681,71.51793
1682,74.485146
1683,46.826397
1684,56.628742
1685,56.197327
1686,62.51057
1687,68.24861
1688,71.51793
1689,74.485146
1690,46.826397
1691,56.628742
1692,56.197327
1693,62.51057
1694,68.24861
1695,71.51793
1696,74.485146
1697,46.826397
1698,56.628742
1699,56.197327
1700,62.51057
1701,68.24861
1702,71.51793
1703,74.485146
1704,46.826397
1705,56.628742
1706,56.197327
1707,62.51057
1708,68.24861
1709,71.51793
1710,40.497555
1711,46.45167
1712,45.932987
1713,48.03084
1714,54.30644
1715,56.99588
1716,60.11475
1717,40.497555
1718,46.45167
1719,45.932987
1720,48.03084
1721,54.30644
1722,56.99588
1723,60.11475
1724,40.497555
1725,46.45167
1726,45.932987
1727,48.03084
1728,54.30644
1729,56.99588
1730,60.11475
1731,40.497555
1732,46.45167
1733,45.932987
1734,48.03084
1735,54.30644
1736,56.99588
1737,60.11475
1738,40.497555
1739,46.45167
1740,45.932987
1741,53.8215
1742,59.690712
1743,63.337017
1744,67.17261
1745,45.650352
1746,51.46692
1747,50.961433
1748,53.8215
1749,59.690712
1750,63.337017
1751,67.17261
1752,45.650352
1753,51.46692
1754,50.961433
1755,53.8215
1756,59.690712
1757,63.337017
1758,67.17261
1759,45.650352
1760,51.46692
1761,50.961433
1762,53.8215
1763,59.690712
1764,63.337017
1765,67.17261
1766,45.650352
1767,51.46692
1768,50.961433
1769,66.09285
1770,72.51714
1771,75.24461
1772,78.71649
1773,51.56428
1774,60.582966
1775,60.14013
1776,66.09285
1777,72.51714
1778,75.24461
1779,78.71649
1780,51.56428
1781,60.582966
1782,60.14013
1783,66.09285
1784,72.51714
1785,75.24461
1786,78.71649
1787,51.56428
1788,60.582966
1789,60.14013
1790,66.09285
1791,72.51714
1792,75.24461
1793,78.71649
1794,51.56428
1795,60.582966
1796,60.14013
1797,66.09285
1798,72.51714
1799,75.24461
1800,21.19182
1801,24.299002
1802,24.548752
1803,25.235289
1804,27.009336
1805,27.699026
1806,30.522974
1807,21.19182
1808,24.299002
1809,24.548752
1810,25.235289
1811,27.009336
1812,27.699026
1813,30.522974
1814,21.19182
1815,24.299002
1816,24.548752
1817,25.235289
1818,27.009336
1819,27.699026
1820,30.522974
1821,21.19182
1822,24.299002
1823,24.548752
1824,25.235289
1825,27.009336
1826,27.699026
1827,30.522974
1828,21.19182
1829,24.299002
1830,24.548752
1831,27.478941
1832,29.174229
1833,30.394932
1834,33.03542
1835,23.101473
1836,26.118711
1837,26.58427
1838,27.478941
1839,29.174229
1840,30.394932
1841,33.03542
1842,23.101473
1843,26.118711
1844,26.58427
1845,27.478941
1846,29.174229
1847,30.394932
1848,33.03542
1849,23.101473
1850,26.118711
1851,26.58427
1852,27.478941
1853,29.174229
1854,30.394932
1855,33.03542
1856,23.101473
1857,26.118711
1858,26.58427
1859,31.51425
1860,34.94058
1861,37.51954
1862,39.20009
1863,26.177778
1864,30.961235
1865,31.134048
1866,31.51425
1867,34.94058
1868,37.51954
1869,39.20009
1870,26.177778
1871,30.961235
